make,fuel_type,body_style,engine_size,horsepower,curb_weight,price
Ford,Gasoline,SUV,297,202,3100,37807
BMW,Diesel,SUV,278,62,3100,15222
Toyota,Diesel,Sedan,318,275,3465,28949
Ford,Gasoline,Hatchback,376,100,2539,21116
Toyota,Diesel,SUV,115,235,2244,42564
BMW,Gasoline,Hatchback,160,83,2577,42374
Toyota,Diesel,Hatchback,153,84,3801,22667
Ford,Gasoline,Sedan,267,279,3405,13775
Toyota,Gasoline,SUV,125,180,2981,34655
Honda,Diesel,SUV,164,283,2716,19193
BMW,Diesel,Hatchback,199,169,3593,19676
BMW,Diesel,SUV,173,236,3736,35776
BMW,Gasoline,Hatchback,291,119,3760,48225
Ford,Gasoline,Hatchback,270,296,2141,22199
BMW,Gasoline,Sedan,372,225,2892,20066
Honda,Diesel,Sedan,286,241,3391,23895
Ford,Gasoline,Sedan,122,290,3107,5246
Honda,Gasoline,Hatchback,280,196,3166,26209
Toyota,Diesel,SUV,207,116,2351,44284
Toyota,Gasoline,Sedan,261,259,2544,21800
Toyota,Gasoline,SUV,305,152,2912,28086
Toyota,Diesel,Sedan,177,122,2151,25101
Honda,Gasoline,Sedan,115,165,3181,21491
Ford,Diesel,Hatchback,195,253,3469,32207
Ford,Diesel,Sedan,246,182,2652,46798
BMW,Diesel,Sedan,101,116,2957,25897
Honda,Diesel,Hatchback,109,188,2762,34492
Toyota,Diesel,SUV,224,170,3326,6421
Honda,Gasoline,Sedan,180,143,2623,37015
BMW,Gasoline,Hatchback,239,245,2655,17970
BMW,Diesel,Sedan,249,246,2449,12283
Honda,Diesel,Hatchback,387,178,2720,33488
Honda,Gasoline,SUV,228,140,3247,20945
Honda,Diesel,SUV,338,141,2042,5255
Ford,Diesel,Hatchback,157,112,2263,16019
Toyota,Diesel,Hatchback,297,78,3779,20487
Honda,Gasoline,Hatchback,310,259,3026,46797
Honda,Gasoline,SUV,144,61,3660,24346
Honda,Diesel,Sedan,196,126,3291,40050
BMW,Diesel,SUV,378,90,2595,13744
BMW,Gasoline,Hatchback,122,179,3039,29756
Ford,Gasoline,Hatchback,143,86,3357,22861
Toyota,Diesel,SUV,126,222,3487,30146
Ford,Diesel,Hatchback,381,257,3082,47687
Toyota,Gasoline,SUV,196,225,3012,26976
BMW,Gasoline,Hatchback,135,73,2176,5591
BMW,Gasoline,Sedan,208,148,2062,11277
BMW,Diesel,Sedan,154,199,2957,7260
Ford,Gasoline,Hatchback,291,149,3002,48907
Honda,Diesel,SUV,318,188,2560,5347
Honda,Gasoline,Sedan,284,296,3330,29741
BMW,Gasoline,SUV,168,107,3269,42211
Honda,Gasoline,Hatchback,229,223,3312,48856
Honda,Gasoline,SUV,154,78,3821,46542
Ford,Diesel,Sedan,196,212,2954,11869
Toyota,Diesel,SUV,186,289,3355,33082
BMW,Gasoline,SUV,393,295,3550,27080
BMW,Diesel,Hatchback,218,192,2849,33979
Ford,Gasoline,Hatchback,307,109,3278,24422
Ford,Gasoline,Hatchback,253,144,2603,40613
Honda,Gasoline,Sedan,134,91,3533,27993
BMW,Gasoline,Sedan,178,282,3814,17386
Toyota,Diesel,Hatchback,166,92,3741,39033
Ford,Gasoline,Hatchback,133,257,2605,17938
Toyota,Gasoline,Sedan,196,123,3760,16159
Toyota,Diesel,Sedan,268,226,3836,7274
BMW,Gasoline,Sedan,268,241,2829,23854
BMW,Gasoline,Sedan,250,209,3486,36815
Ford,Gasoline,Hatchback,170,113,3222,15482
BMW,Diesel,Sedan,102,292,3294,23961
BMW,Gasoline,Hatchback,131,51,2745,25044
BMW,Diesel,SUV,386,201,2557,38836
Toyota,Gasoline,SUV,181,264,2063,26975
Ford,Gasoline,Sedan,142,115,3253,19706
Honda,Diesel,SUV,204,215,2941,10974
Toyota,Gasoline,SUV,100,80,3975,15928
BMW,Gasoline,SUV,160,164,2248,26213
Toyota,Diesel,Sedan,369,281,3269,6950
BMW,Diesel,Sedan,279,75,2939,24477
BMW,Diesel,SUV,323,78,3610,15411
Toyota,Diesel,Hatchback,105,244,2156,26695
Ford,Diesel,SUV,202,299,2734,22771
BMW,Gasoline,Sedan,109,127,3725,9274
Ford,Diesel,Sedan,170,74,2984,40053
Honda,Gasoline,Sedan,189,97,3587,12045
BMW,Gasoline,SUV,325,114,3973,34714
Ford,Gasoline,Hatchback,257,230,3111,39386
Ford,Diesel,Sedan,327,116,3336,48747
Honda,Diesel,Sedan,225,295,3874,13562
Ford,Gasoline,SUV,308,139,3089,32759
Ford,Diesel,Hatchback,196,195,2661,17026
Honda,Diesel,SUV,173,186,3043,45611
BMW,Diesel,Sedan,214,87,2032,36589
Ford,Diesel,Hatchback,290,136,3863,47663
Ford,Gasoline,Hatchback,269,198,3816,36738
Ford,Gasoline,Sedan,303,298,2557,31844
Toyota,Diesel,Hatchback,155,114,2072,28447
Honda,Gasoline,Hatchback,307,198,3889,29879
Toyota,Diesel,SUV,140,76,2824,16966
Honda,Diesel,Sedan,131,155,3366,22732
BMW,Gasoline,Sedan,114,172,3156,10289
BMW,Gasoline,Sedan,161,247,3078,25012
Ford,Gasoline,Sedan,254,296,2060,23812
Honda,Diesel,Sedan,383,93,3880,40801
BMW,Gasoline,Hatchback,308,149,3543,46628
Honda,Diesel,SUV,286,77,2271,45581
BMW,Gasoline,Sedan,229,222,2245,28092
Toyota,Gasoline,SUV,226,66,3199,30105
BMW,Diesel,SUV,391,176,2627,19294
Toyota,Diesel,Hatchback,213,172,3340,8621
BMW,Diesel,Sedan,298,217,3806,37442
Ford,Diesel,Hatchback,112,299,2704,26699
Toyota,Diesel,Sedan,370,293,2661,7347
BMW,Diesel,Hatchback,188,180,3154,34486
Ford,Diesel,SUV,314,125,3125,22110
Toyota,Diesel,Sedan,377,280,2309,9923
Ford,Gasoline,SUV,302,253,3805,20611
Honda,Diesel,SUV,173,243,3315,24199
Honda,Diesel,Hatchback,124,297,3745,14066
Toyota,Gasoline,Sedan,200,95,2494,41047
BMW,Diesel,SUV,275,263,3384,31754
Toyota,Gasoline,Hatchback,216,264,2337,41575
Ford,Gasoline,Sedan,265,207,2578,29260
BMW,Diesel,Sedan,140,118,2009,21991
Honda,Gasoline,SUV,219,186,2048,27553
BMW,Diesel,Sedan,196,134,3510,29174
Honda,Gasoline,SUV,244,60,2622,26957
BMW,Gasoline,Sedan,315,118,3344,5634
BMW,Gasoline,Hatchback,328,148,2730,34881
BMW,Diesel,SUV,229,140,3592,17771
Ford,Diesel,SUV,236,290,2794,23298
Ford,Gasoline,Sedan,372,243,2970,19340
Toyota,Gasoline,Sedan,216,265,3648,38356
Toyota,Diesel,SUV,193,208,2132,40999
Honda,Diesel,Sedan,267,210,3606,11351
Ford,Gasoline,Hatchback,302,216,2082,8838
Honda,Gasoline,Sedan,248,143,2056,6973
Toyota,Diesel,Hatchback,282,223,2375,42812
Honda,Diesel,Hatchback,251,214,2348,15247
Toyota,Diesel,Hatchback,173,164,2270,49440
Ford,Diesel,Hatchback,373,269,3506,36655
BMW,Diesel,Hatchback,141,237,2110,48039
Ford,Gasoline,Sedan,311,80,2868,11683
Honda,Diesel,Hatchback,200,60,2886,16244
Honda,Gasoline,Sedan,144,136,2075,34058
Ford,Diesel,Hatchback,181,170,3181,44551
Ford,Gasoline,SUV,116,179,3555,43362
Toyota,Diesel,Hatchback,172,281,3956,33371
Honda,Diesel,SUV,113,154,3666,8822
Honda,Gasoline,Hatchback,256,76,2328,33878
Ford,Gasoline,Hatchback,322,276,2121,41157
BMW,Diesel,Hatchback,231,51,2040,10914
Honda,Diesel,SUV,146,152,3190,23164
BMW,Diesel,SUV,206,150,2921,32180
Ford,Diesel,Hatchback,207,70,2641,8688
Ford,Diesel,Sedan,364,107,3046,19683
Toyota,Gasoline,Hatchback,304,182,2278,18080
Honda,Gasoline,SUV,178,229,2762,35953
BMW,Diesel,Hatchback,254,222,2468,14916
Toyota,Gasoline,SUV,370,134,3423,34677
Honda,Gasoline,SUV,346,142,2008,32360
Toyota,Gasoline,SUV,118,69,2012,42805
Ford,Diesel,Hatchback,125,110,2923,18453
Honda,Gasoline,SUV,316,87,2922,27703
Toyota,Diesel,SUV,253,197,3842,13640
Toyota,Gasoline,Hatchback,253,291,3855,34263
BMW,Diesel,SUV,273,74,3075,37849
Toyota,Gasoline,Hatchback,191,179,3232,44046
Honda,Diesel,SUV,280,170,3573,21078
Honda,Diesel,Sedan,230,209,3635,28383
BMW,Gasoline,Sedan,397,75,3728,20536
Honda,Diesel,SUV,374,247,3425,12410
Ford,Diesel,Sedan,372,218,3214,20926
Honda,Diesel,Hatchback,175,298,3074,39248
Honda,Diesel,Sedan,276,116,3416,36159
Toyota,Diesel,SUV,283,274,2652,47039
Toyota,Diesel,SUV,230,50,3703,41366
Honda,Diesel,Hatchback,148,100,3846,45761
BMW,Diesel,SUV,154,54,2620,34090
Toyota,Gasoline,Hatchback,253,62,3742,25567
BMW,Gasoline,Sedan,299,196,3962,48663
Honda,Diesel,Sedan,217,189,3323,20367
Honda,Diesel,Hatchback,362,97,3645,45412
Ford,Gasoline,Hatchback,145,202,2195,49716
Toyota,Gasoline,SUV,288,106,2416,40367
Honda,Gasoline,Sedan,228,164,2663,10813
Ford,Diesel,Hatchback,148,84,3443,41621
Toyota,Gasoline,Sedan,124,125,3778,39269
Honda,Diesel,Hatchback,365,143,3663,46190
Honda,Diesel,Sedan,217,54,3640,45318
Toyota,Gasoline,SUV,243,275,3545,42018
Toyota,Diesel,Sedan,299,71,3379,44759
Toyota,Diesel,Sedan,256,152,2147,21498
Honda,Diesel,Sedan,233,254,3000,30989
Honda,Diesel,Sedan,247,234,3388,42174
Ford,Gasoline,Sedan,170,224,2363,30568
BMW,Gasoline,SUV,332,231,3994,6041
Toyota,Diesel,Hatchback,398,180,3675,44695
Honda,Diesel,Sedan,253,173,3725,35099
Honda,Gasoline,SUV,189,102,2401,29364
Toyota,Diesel,Sedan,298,261,2605,45639
BMW,Gasoline,Sedan,260,208,3515,44143
Toyota,Diesel,Hatchback,125,118,2228,28482
BMW,Diesel,Sedan,220,265,3598,8676
Honda,Gasoline,SUV,311,153,3875,26781
BMW,Gasoline,SUV,162,295,2536,35048
Ford,Gasoline,Hatchback,167,210,2267,8065
Honda,Gasoline,Sedan,352,249,3428,7036
Ford,Diesel,SUV,101,265,3816,40814
Toyota,Gasoline,Sedan,207,227,3034,21924
Toyota,Diesel,Sedan,385,261,3343,37844
Toyota,Gasoline,Sedan,148,65,3736,21407
BMW,Gasoline,Hatchback,239,291,2125,26518
Honda,Diesel,Sedan,317,165,2305,22059
Toyota,Gasoline,SUV,143,125,3725,28052
Toyota,Gasoline,Sedan,368,254,3534,9267
Honda,Gasoline,SUV,177,158,3112,10988
Toyota,Gasoline,Sedan,315,283,3378,32974
Ford,Diesel,SUV,197,88,2627,29036
Honda,Diesel,SUV,335,138,3375,13680
Honda,Gasoline,Sedan,381,223,2688,6485
Honda,Gasoline,Sedan,248,273,3037,19713
Ford,Gasoline,SUV,165,265,3280,25043
Honda,Diesel,Hatchback,333,161,3232,7419
Ford,Diesel,Sedan,186,96,2280,41263
Honda,Diesel,Hatchback,178,221,2442,22140
BMW,Diesel,Sedan,304,186,3863,48484
Toyota,Gasoline,Sedan,378,281,2836,17961
BMW,Gasoline,Sedan,353,291,2388,48075
Toyota,Gasoline,Sedan,229,264,2616,11487
Ford,Diesel,Hatchback,183,177,3506,36110
BMW,Gasoline,Sedan,375,227,2146,47432
Honda,Diesel,SUV,286,126,3302,21360
Toyota,Diesel,SUV,145,237,2520,41843
Toyota,Gasoline,Hatchback,282,273,2629,29882
BMW,Gasoline,Sedan,367,291,3629,22502
Ford,Gasoline,SUV,395,64,2433,12631
BMW,Diesel,Hatchback,199,85,2143,8017
Ford,Diesel,Sedan,177,290,2288,25725
Ford,Gasoline,SUV,371,112,3409,29762
Toyota,Gasoline,SUV,261,118,2013,5784
BMW,Diesel,Hatchback,143,263,2256,33020
BMW,Gasoline,Sedan,337,257,3369,43459
Ford,Diesel,Sedan,233,218,3721,20765
BMW,Diesel,SUV,291,123,3368,36127
Honda,Gasoline,SUV,377,73,3423,8196
Honda,Gasoline,SUV,117,259,3230,14552
BMW,Gasoline,Sedan,111,98,2857,46300
BMW,Gasoline,Hatchback,279,195,2942,36921
Ford,Diesel,Hatchback,222,56,3195,9746
Honda,Diesel,Sedan,345,53,2463,7999
Honda,Diesel,Hatchback,321,139,2269,49070
Toyota,Gasoline,SUV,150,246,3244,20595
Ford,Diesel,Hatchback,170,109,3175,27063
Toyota,Gasoline,Hatchback,147,104,2622,11200
Honda,Gasoline,Hatchback,118,65,3206,43164
Ford,Gasoline,SUV,361,276,3422,28377
BMW,Gasoline,Sedan,183,267,3874,18410
Ford,Gasoline,SUV,254,259,2071,8598
BMW,Gasoline,Sedan,152,78,3441,15564
BMW,Diesel,Sedan,206,200,3921,35898
Ford,Gasoline,Sedan,234,294,3306,25598
BMW,Diesel,Hatchback,168,63,2073,45404
Toyota,Diesel,Hatchback,110,128,2354,22862
Honda,Gasoline,Sedan,242,226,3750,15265
BMW,Gasoline,Sedan,291,82,2496,14705
Toyota,Gasoline,Hatchback,168,202,3351,30544
BMW,Diesel,SUV,122,70,2987,19298
Honda,Gasoline,Sedan,280,194,3558,37670
Toyota,Diesel,SUV,392,72,2579,47471
Honda,Gasoline,Hatchback,108,106,2909,45934
Honda,Gasoline,Sedan,370,284,3470,11050
Toyota,Diesel,SUV,192,258,2372,48952
Toyota,Diesel,SUV,116,235,2361,26034
Toyota,Gasoline,SUV,253,191,2092,13484
Ford,Diesel,Hatchback,248,142,3344,36323
Toyota,Diesel,Hatchback,366,69,2323,25796
Toyota,Diesel,SUV,205,207,2383,34069
Toyota,Diesel,SUV,134,68,2574,26827
Toyota,Diesel,Hatchback,218,230,2735,40361
BMW,Gasoline,SUV,113,152,2736,15315
Ford,Gasoline,SUV,113,233,3904,31519
Honda,Diesel,Hatchback,365,126,2345,14107
Toyota,Gasoline,SUV,239,259,3872,8869
BMW,Gasoline,SUV,393,200,3126,20447
BMW,Diesel,SUV,218,239,3238,32370
BMW,Gasoline,Hatchback,337,287,3215,12971
Honda,Diesel,SUV,133,82,3695,36269
Toyota,Diesel,Hatchback,268,280,3907,30651
Ford,Gasoline,Hatchback,109,281,2718,40757
Ford,Diesel,Sedan,221,67,2780,28446
BMW,Diesel,Sedan,244,122,3019,43108
Honda,Diesel,SUV,322,210,3217,14643
Honda,Diesel,Hatchback,356,209,3403,8823
Honda,Diesel,Sedan,367,238,3426,18454
Ford,Gasoline,SUV,103,231,2663,8932
BMW,Gasoline,Sedan,205,66,3772,15220
Toyota,Diesel,Sedan,184,68,2599,13554
Ford,Diesel,Hatchback,313,268,2010,7429
BMW,Gasoline,Hatchback,220,119,2186,33208
BMW,Diesel,Sedan,231,276,2725,12444
Toyota,Gasoline,Sedan,296,169,3038,15510
Toyota,Diesel,Hatchback,118,150,2777,49045
Toyota,Diesel,SUV,229,83,3320,15537
Honda,Diesel,Hatchback,111,133,2410,12147
Toyota,Diesel,Sedan,180,202,2955,45399
BMW,Diesel,SUV,361,245,2584,8598
Toyota,Diesel,Sedan,224,123,3075,42097
